,model,train_accuracy,test_accuracy,train_loss,test_loss,epoch,time,batch_size,lr
0,LeNet5,0.1145,0.2783,2.2709174156188965,2.2678442001342773,1,9.324311256408691,2048,0.01
1,LeNet5,0.39061666666666667,0.6118,1.727797031402588,1.6120030879974365,2,9.167670726776123,2048,0.01
2,LeNet5,0.77845,0.8654,0.6417624354362488,0.44997450709342957,3,9.118071794509888,2048,0.01
3,LeNet5,0.8869666666666667,0.9196,0.36422809958457947,0.26598796248435974,4,9.154434204101562,2048,0.01
4,LeNet5,0.9223666666666667,0.937,0.22432632744312286,0.20116989314556122,5,9.153324127197266,2048,0.01
5,LeNet5,0.9406166666666667,0.9474,0.20678593218326569,0.16324248909950256,6,9.148502588272095,2048,0.01
6,LeNet5,0.9514666666666667,0.9599,0.16910669207572937,0.13211312890052795,7,9.123316526412964,2048,0.01
7,LeNet5,0.9588666666666666,0.9632,0.16200724244117737,0.1146894320845604,8,9.12822961807251,2048,0.01
8,LeNet5,0.9641166666666666,0.9682,0.15396803617477417,0.10390008240938187,9,9.113564014434814,2048,0.01
9,LeNet5,0.96735,0.9712,0.06673715263605118,0.08957187086343765,10,9.175123929977417,2048,0.01
10,LeNet5,0.97,0.9738,0.11089711636304855,0.08258531242609024,11,9.142093896865845,2048,0.01
11,LeNet5,0.9725,0.9765,0.08872874081134796,0.07876524329185486,12,9.104029655456543,2048,0.01
12,LeNet5,0.9741166666666666,0.9765,0.09667487442493439,0.07202386111021042,13,9.18839979171753,2048,0.01
13,LeNet5,0.9763666666666667,0.9789,0.07560733705759048,0.06760269403457642,14,9.136543989181519,2048,0.01
14,LeNet5,0.9782166666666666,0.978,0.08484238386154175,0.06433281302452087,15,9.103766202926636,2048,0.01
15,LeNet5,0.9789166666666667,0.98,0.04351906478404999,0.05891384184360504,16,9.172951459884644,2048,0.01
16,LeNet5,0.98015,0.9811,0.08944595605134964,0.05509986728429794,17,9.148715257644653,2048,0.01
17,LeNet5,0.9797666666666667,0.9816,0.06441336870193481,0.05631391704082489,18,9.177692890167236,2048,0.01
18,LeNet5,0.9818166666666667,0.9828,0.057330984622240067,0.051751647144556046,19,9.122105121612549,2048,0.01
19,LeNet5,0.9823333333333333,0.9821,0.05565289407968521,0.055517468601465225,20,9.212721347808838,2048,0.01
20,LeNet5,0.98285,0.9826,0.0320887453854084,0.051161039620637894,21,9.14553165435791,2048,0.01
21,LeNet5,0.9843666666666666,0.9834,0.05809231847524643,0.04856505244970322,22,9.16667914390564,2048,0.01
22,LeNet5,0.98515,0.9831,0.05015286058187485,0.048770930618047714,23,9.157914400100708,2048,0.01
23,LeNet5,0.98565,0.984,0.02003077045083046,0.04907442629337311,24,9.165524244308472,2048,0.01
24,LeNet5,0.9860333333333333,0.9835,0.032428257167339325,0.04485601931810379,25,9.106853485107422,2048,0.01
25,LeNet5,0.9857833333333333,0.9846,0.06685193628072739,0.04529673606157303,26,9.157246828079224,2048,0.01
26,LeNet5,0.9862166666666666,0.9854,0.03996957093477249,0.04265619069337845,27,9.16779375076294,2048,0.01
27,LeNet5,0.9867,0.9859,0.05874626338481903,0.04296906292438507,28,9.154886245727539,2048,0.01
28,LeNet5,0.9867666666666667,0.9854,0.030472027137875557,0.04419771954417229,29,9.121958017349243,2048,0.01
29,LeNet5,0.9880333333333333,0.9859,0.028521917760372162,0.040850505232810974,30,9.094308853149414,2048,0.01
30,LeNet5,0.09605,0.1273,2.2864151000976562,2.282104969024658,1,9.104629039764404,4096,0.02
31,LeNet5,0.2840666666666667,0.3759,2.164632558822632,2.1378185749053955,2,9.017385482788086,4096,0.02
32,LeNet5,0.5803166666666667,0.7791,0.7049311399459839,0.6787111163139343,3,9.155179977416992,4096,0.02
33,LeNet5,0.48705,0.5321,1.439761996269226,1.2945759296417236,4,9.143673658370972,4096,0.02
34,LeNet5,0.7442333333333333,0.8674,0.5535566210746765,0.4408032298088074,5,9.092903852462769,4096,0.02
35,LeNet5,0.8876166666666667,0.9187,0.3126794695854187,0.2707689702510834,6,9.133707046508789,4096,0.02
36,LeNet5,0.9230333333333334,0.9373,0.22272852063179016,0.2039674073457718,7,9.044351577758789,4096,0.02
37,LeNet5,0.9392333333333334,0.951,0.18485742807388306,0.16651353240013123,8,9.088774681091309,4096,0.02
38,LeNet5,0.9485166666666667,0.9566,0.15561723709106445,0.14338979125022888,9,9.100748062133789,4096,0.02
39,LeNet5,0.9555166666666667,0.9618,0.16510409116744995,0.12465214729309082,10,9.12383246421814,4096,0.02
40,LeNet5,0.9609,0.9657,0.12760531902313232,0.1128179058432579,11,9.09285306930542,4096,0.02
41,LeNet5,0.9642166666666667,0.9683,0.12092515826225281,0.102580226957798,12,9.127205610275269,4096,0.02
42,LeNet5,0.9676666666666667,0.9709,0.0983298197388649,0.0924006849527359,13,9.031159162521362,4096,0.02
43,LeNet5,0.9700833333333333,0.9726,0.10516700893640518,0.08582732826471329,14,9.064969062805176,4096,0.02
44,LeNet5,0.9719666666666666,0.975,0.09339389204978943,0.08092454820871353,15,9.038313388824463,4096,0.02
45,LeNet5,0.9732333333333333,0.9761,0.08317796885967255,0.07651233673095703,16,9.150983095169067,4096,0.02
46,LeNet5,0.9757666666666667,0.9771,0.07250819355249405,0.07183005660772324,17,9.14982533454895,4096,0.02
47,LeNet5,0.9766833333333333,0.9773,0.07835999131202698,0.06926316022872925,18,9.1044340133667,4096,0.02
48,LeNet5,0.9777833333333333,0.9783,0.06477786600589752,0.06620172411203384,19,9.038935661315918,4096,0.02
